QID,abstract
Q3279162,"Super Bomberman 5 is a video game released by Hudson Soft in early 1997. It is the fifth installment of the Super Bomberman series and the final Bomberman game to be released on the Super Famicom. The game was released in two variations: a standard cartridge and a gold cartridge, which was sold through CoroCoro Comic. The gold cartridge included extra maps in battle mode."
Q3280267,"Off Road Challenge is a video game developed and published by Midway Games. The game was originally released in 1997 for arcades using the Midway V Unit hardware. It is part of the Off Road series which began with Ivan 'Ironman' Stewart's Super Off Road. The game was released for the Nintendo 64 in 1998. The Nintendo 64 conversion was developed by Avalanche Software and published by Midway Games, and includes several unlockable tracks and an added circuit mode."
Q3280284,"Super Bomberman 4 is a multiplayer action-party video game, developed by Produce and published by Hudson Soft for the Super Famicom, released on April 26, 1996, in Japan. Part of the Bomberman franchise, it is the fourth installment of the Super Bomberman series. The story begins at an unknown time after Super Bomberman 3. Bagular's brain escaped the explosion of his flying saucer and has summoned the Four Bomber Kings and Great Bomber to get revenge on White and Black Bomber. The two, along with other fellow Bombermen, are sent hurtling back in time to fight through different eras and ultimately stop Bagular."
Q3280556,Power Rangers Zeo: Battle Racers is a Super NES racing video game released in September 1996 by Bandai. The game was based on the Zeo generation of Power Rangers. It features Mode 7 graphics. The game allows for two-player or single-player split screen racing or battle mode.
Q3281420,"Mighty Morphin Power Rangers: The Fighting Edition is a 2D competitive fighting video game based on the Mighty Morphin Power Rangers television series that was released exclusively for the Super Nintendo Entertainment System developed by Natsume and published by Bandai in 1995. Unlike previous Power Rangers video games, which had the player controlling the titular heroes, the player controls their giant robots (known as Zords) in this title. A bootleg Genesis port is known to exist, though who actually made it is currently unknown."
Q3282425,"Vice: Project Doom, known in Japan as Gun-Dec (ガンデック), is an action video game developed by Aicom and published by Sammy Corporation for the Nintendo Entertainment System. The game was released in Japan on April 26, 1991, and in North America on November 15, 1991. Vice: Project Doom is a side-scrolling platformer with noticeable similarities to the Ninja Gaiden series for the NES, with the addition of gun shooting and driving segments as well. The player assumes the role of a secret agent who must uncover a conspiracy involving a new kind of alien substance. A Sega Mega Drive conversion titled Deep Scanner was in development, but never released."
Q3282634,"Captain Tsubasa 5: Hasha no Shōgō Campione (キャプテン翼V 覇者の称号カンピオーネ, ""Captain Tsubasa V Campione Champion Title"") is the fifth and final instalment of . It's a sequel of Captain Tsubasa 4: Pro no Rival Tachi and was released exclusively in Japan for Nintendo's Super Famicom on December 9, 1994."
Q3282642,"F-1 Sensation (エフワン センセーション), released in Europe as Formula 1 Sensation, is a 1993 racing video game by Konami for the Family Computer, and a Formula One licensed product. It is heavily based on their 1988 MSX2+ title, F-1 Spirit 3D Special. It was Konami's final original Famicom game before re-releases."
Q3282959,"Zillion, known as Akai Koudan Zillion (赤い光弾ジリオン, lit. Red Photon Zillion) in Japan, is a space adventure platform video game developed by Sega and designed for the Master System as a companion tie-in for Tatsunoko Production's Zillion anime series in 1987. The Zillion series prominently features Sega's egg-shaped mascot, Opa-opa, who stars in the Fantasy Zone games, which are also available for the Master System. A sequel to the game, Zillion II was released in 1988."
Q3284748,"Nester's Funky Bowling is a bowling video game developed by Saffire and published by Nintendo for the Virtual Boy console. It was only released in North America on February 26, 1996, and was the second-to-last game released for the system before it was discontinued. Players control Nester, a character from the Nintendo Power comics, or his twin sister Hester, as they compete to see who is the superior bowler. It features standard bowling mechanics and rules, and has three modes of play - Bowling, Challenge, and Practice, all three supporting one or two players. It has received generally mixed reception; while some found it to be a poor or average game, such as staff for IGN and GamePro, Nintendo Power and Allgame were more forgiving, toting it as a quality game compared to other titles in the Virtual Boy library."
Q3297662,"Mega Man is an action-platform video game developed by Freestyle for the Sega Game Gear, and saw a North America-only release in October 1995. The game was sublicensed by British publisher U.S. Gold from Japanese-based company and creator of Mega Man Capcom. The game features Mega Man fighting against the mad scientist Dr. Wily and the six Robot Masters under his control, and features bosses and stages from Mega Man 4 and Mega Man 5. Mega Man received generally positive reviews from video game critics upon release, though retrospective reviews were more mixed. While the game was praised for its graphics and sound being similar to the NES titles upon which it was based, its gameplay was criticized for its excessive level of zoom and fast enemy movement that led to unfair difficulty."
Q3421556,"Ready 2 Rumble Boxing is a boxing video game developed by Midway Studios San Diego, published by Midway Games in 1999 for the Dreamcast, PlayStation, Game Boy Color, and Nintendo 64. The success of the Dreamcast version led to it becoming one of the few Sega All Stars titles. Like Nintendo's Punch-Out!! series, it features many characters with colorful personalities (i.e. Afro Thunder, Boris ""The Bear"" Knokimov, etc."
Q3421557,"Ready 2 Rumble Boxing: Round 2 is a boxing game for the Dreamcast, Nintendo 64, PlayStation, PlayStation 2 (a North American launch title for the system), and Game Boy Advance. It is also the sequel to Ready 2 Rumble Boxing."
Q3440505,"Rolling Thunder 3 is a 1993 run and gun shooter video game published by Namco released for the Sega Genesis. It is the third and final game in the Rolling Thunder series after Rolling Thunder and Rolling Thunder 2. The game was made specifically for the Genesis, unlike the previous two games in the series. Also unlike its predecessors, Rolling Thunder 3 was released only in North America."
Q3470929,"Sampras Tennis 96 is a 1995 tennis video game for the Sega Genesis developed by Codemasters. It is the sequel to Pete Sampras Tennis. Like its predecessor, it was one of the few titles released on the J-Cart format, which provides two additional controller ports for multiplayer games. The game was followed by Pete Sampras Tennis '97, which was released for the PlayStation and personal computers."
Q3489627,"Solstice: The Quest for the Staff of Demnos, or simply Solstice, is a 1990 puzzle video game developed by Software Creations. It was published by Nintendo in Europe and CSG Imagesoft in North America for the Nintendo Entertainment System. The game focuses on the wizard Shadax's bid to defeat the evil baron Morbius and rescue Princess Eleanor, whom Morbius plans to sacrifice. Shadax aims to gather the six pieces of the titular Staff of Demnos hidden within the fortress of Kâstleröck. The game's setting is non-linear, and consists of 250 rooms, each with a particular puzzle to solve."
Q3493436,"Spider-Man: Mysterio's Menace is a 2001 action video game based on the Marvel Comics character Spider-Man. It was developed by Vicarious Visions and published by Activision for the Game Boy Advance. The game is a standalone sequel to Spider-Man (2000) and Spider-Man 2: Enter Electro (2001). It was released on September 19, 2001 in North America, and on April 26, 2002 in Japan. The game was later re-released on a Twin Pack cartridge bundled with X2: Wolverine's Revenge in 2005."
Q3504101,"Super Adventure Island II (高橋名人の大冒険島II, Takahashi Meijin no Daibōken Jima Tsū, ""Master Takahashi's Great Adventure Island II"") is a Super NES video game by Hudson Soft. Unlike most of the previous games, it is a platformer with action-adventure elements that encourages exploration, similar to the later Wonder Boy games."
Q3523014,The Tick is a side-scrolling beat 'em up video game developed by Software Creations and released by Fox Interactive in 1994. The game was released on the Super NES and Sega Genesis systems and was based on the comic book and Fox Kids animated series of the same name.
Q3526052,"Thunder Force II is a scrolling shooter developed by Technosoft. It was first released in Japan on October 15, 1988 for the Sharp X68000 computer. A year later, it was ported to the Sega Mega Drive/Genesis game console and released in Japan (under the name Thunder Force II MD), Europe, and the United States. Thunder Force II was one of the six launch titles for the U.S. Genesis release. The Genesis port was later included in Thunder Force Gold Pack Volume 1 for the Sega Saturn."
Q3532345,"Torneko no Daibōken: Fushigi no Dungeon, translated as Torneko's Great Adventure: Mystery Dungeon, is the first game in the Mystery Dungeon series. It features Torneko (or Taloon, as he is known in North America), the merchant from Dragon Quest IV, and his adventures around the Mystery Dungeon in search of items."
Q3536083,Toys (also known as Toys: Let the Toy Wars Begin!) is an action video game for the Super NES and Sega Genesis released in 1993. The game is based on the 1992 film Toys starring Robin Williams. Chaos has been spread at a toy factory that must be stopped by the player.
Q3636845,"Battle Grand Prix is a 1992 Formula One racing video game developed by KID. One or two players can pit themselves in three Grand Prix races. Each of the different team cars have different color schemes. The courses vary from blacktop to concrete, and rain is also included and is implemented in the game."
Q3639833,"Big Sky Trooper is a sci-fi action game, produced by JVC Musical Industries and LucasArts for the Super NES in October 1995. The game runs on the ZAMN engine."
Q3913710,"Dusty Diamond's All-Star Softball (released in Japan as Softball Tengoku) is a one- or two-player NES video game where players can select various fictional softball players and customize their own team to take to the championship. Despite the game being a softball game, the rules are more reminiscent of baseball, with the exception of each game played to a maximum of 7 innings (unless extras are needed to break a tie). Players can choose to play either ""fast pitch"" or ""slow pitch"" and assemble their teams from 60 characters, some of whom with noticeable trademarks. for instance:  * Diablo: looks like the devil bats with a club but runs very slowly. * Zelda: looks like a witch bats with a broom."
Q3983399,"Tenchi Muyo! Game Hen (天地無用!げーむ編, Tenchi Muyō! Gēmu Hen, Tenchi Muyo! : Game Edition), also known as Tenchi Muyo! RPG, is a Japanese role-playing strategy game developed by Banpresto for the Super Famicom, released on October 27, 1995."
Q3985590,"There have been seven video games based on The Addams Family television series and films, released between 1989 and 2022 on various home video game consoles."
Q3989775,"The Uncanny X-Men, sometimes referred to as Marvel's X-Men, is an action video game released by LJN for the NES in 1989. It is a licensed game based on the series of X-Men comics of the same name by Marvel Comics. The lineup of characters in the game is very close to those appearing in the 1989 animated pilot X-Men: Pryde of the X-Men. The Uncanny X-Men is the only title by LJN that was developed by an undisclosed external developer. It has been speculated that it was either developed by Japanese studios Bothtec or possibly Pixel."
Q4016792,"W.I.T.C.H. is a platform game for the Game Boy Advance. It was developed by Climax Studios and released in Europe on 7 October 2005 by Buena Vista Games. The game was not released outside of Europe. Although the box art resembles the look of the characters in the comic book, the game's storyline and graphics are based on season 1 of the animated television series adaptation of the same name."
Q4026850,"Defenders of Oasis is a role-playing video game developed and published by Sega for the Game Gear in 1992. The game's setting is based on One Thousand and One Nights, and the plot centers on a heroic prince and his companions, who set out to confront an empire attempting to revive the dark god Ahriman. The game was one of the few original RPGs made for the Game Gear, and features an overhead gameplay perspective, a command-based combat system, and an autosave feature. Defenders of Oasis was commercially successful and positively received by reviewers, who praised the game's visuals and level of detail."
Q4032932,"ALF (アルフ) is an action-adventure video game developed by Nexa and released by Sega for the Master System in 1989. It is based on the American television series ALF. Players control the title character as he attempts to locate parts with which to repair his spaceship, so he can meet up with his friends Skip and Rhonda on the planet Mars. The game is the only home console game based on the ALF television show. Other ALF games have been released for various computer systems, including ALF: The First Adventure, the first ALF game."
Q4035116,"BioMetal is a single-player horizontal scrolling shooter game released on June 1, 1993 for the Super NES (SNES). The game features six different weapons to combat the BioMetals, an extraterrestrial race determined to destroy the human race. The gameplay is very similar to that of the R-Type series, with the final boss even greatly resembling and behaving similarly to that series' iconic boss enemy Dobkeratops. The European and North American versions of BioMetal feature a soundtrack entirely created of remixed songs of techno group, 2 Unlimited from their 1991 album, Get Ready!. The Japanese version of the game features an entirely different soundtrack."
Q4038693,Felix the Cat is a video game released in 1992 for the Nintendo Entertainment System and in 1993 for the Game Boy by Hudson Soft. It is based on the cartoon character Felix the Cat.
Q4039658,"Grandia: Parallel Trippers (グランディア パラレルトリッパーズ, Gurandia Parareru Toripasu) is a role-playing video game developed by Game Arts for the Game Boy Color handheld system as part of their Grandia series. The game, published by Hudson Soft and released exclusively in Japan in December 2000, is a spin-off of the first Grandia title, and features characters, music, and a similar battle system. to the original. Unlike its predecessor, Parallel Trippers is presented using entirely two-dimensional graphics and character sprites, with combat sequences that take place from first-person perspective that utilize ""Synthesis Cards"" instead of direct actions. New features include a database of all possible combat actions, as well a monster and character catalog that fills as the player progresses through the game."
Q4047298,Power Piggs of the Dark Age is a 2D platform game for the Super NES. A Sega Mega Drive version was planned but never released.
Q4048363,"Robotrek, known in Japan as Slapstick (Japanese: スラップスティック, Hepburn: Surappusutikku), is a role-playing video game (RPG) for the Super Nintendo Entertainment System (SNES). It was developed by Quintet and published by Enix in both Japan and North America in 1994. Set on the fictional planet Quintenix, the game puts the player in control of a budding robotics expert who is the son of a famous inventor. As its Japanese name implies, Robotrek was intended as a humorous game. Designed to appeal to a younger audience, Robotrek's main focus is on allowing the player to raise up to three robots which are built from spare parts that may be found, gained through battles, or generated by the player by means of the game's item combination system."
Q4048413,"Romancing SaGa 3 is a 1995 role-playing video game developed and published by Square for the Super Famicom. The sixth entry in the SaGa series, it was also the last developed for the platform. Originally released on the Super Famicom system in Japan on November 11, 1995, the game was released on the Virtual Console in Japan for Wii on September 21, 2010 and Wii U on February 26, 2014. A remaster for Android, iOS and PlayStation Vita was announced on March 28, 2017. On April 11, 2017, Akitoshi Kawazu tweeted that they would be working on an English version of the game after releasing it in Japan."
Q4051082,The Flintstones: The Surprise at Dinosaur Peak is a platform game for the Nintendo Entertainment System released by Taito in 1994. The game was never released in Japan unlike its predecessor The Flintstones: The Rescue of Dino & Hoppy.
Q4353245,"Alcahest is a 1993 action game developed by HAL Laboratory and published by Squaresoft for the Super Famicom. It is one of the titles Square did not develop but did publish. Controlling the swordsman Alen, who embarks on a journey to stop the demon tribe led by Babilom, an emperor planning to conquer the world with his imperial army and the titular demon god who revived from his previous defeat a thousand years ago, the player explore and search for items to progress and power-ups, fighting bosses and minibosses. During gameplay, Alen meets Guardians that aid him with their power, and allies that join him along the way. First announced in 1992 under the tentative name Guardian Blade, Alcahest was created by HAL Laboratory, known for their work on the Kirby franchise."
Q4353810,"Blaster Master Jr., known as Blaster Master Boy in North America and Bomber King: Scenario 2 (ボンバーキング　シナリオ2) in Japan, is an action video game developed by Aicom and published by Sunsoft. The game was released in 1991 for Game Boy."
Q4707360,"The Legend of the Mystical Ninja, known as Ganbare Goemon: Yukihime Kyūshutsu Emaki in Japan, is an action-adventure game by Konami, and was released for the Super Nintendo Entertainment System in 1991. It was also ported to the Game Boy Advance along with Ganbare Goemon 2: Kiteretsu Shōgun Magginesu only in Japan. It is the first game in the Japanese video game series Ganbare Goemon to have a western release. It has also been released for the Virtual Console in Japan, Europe, Australia, New Zealand, Canada, and the United States. In North America and Europe, this game was followed by two different games for Nintendo 64, Mystical Ninja Starring Goemon in 1998 and Goemon's Great Adventure (known in Europe as Mystical Ninja 2 Starring Goemon) in 1999, as all subsequent releases for the Super NES were absent of a Western release."
Q4726195,"Alice no Paint Adventure (アリスのペイントアドベンチャー, ""Alice's Paint Adventure"") is a Super Famicom adventure video game based on the 1951 Walt Disney motion picture Alice in Wonderland."
Q4726454,Alien Olympics 2044 AD is a futuristic sports video game published by Ocean Software in 1994.
Q4743149,"American Bass Challenge, known in Japan and Europe as Super Black Bass Advance (スーパーブラックバス アドバンス), is a fishing video game developed by Starfish for the Game Boy Advance. It was published in Japan by Starfish on August 8, 2001, and in North America by Ubisoft on December 5, 2001. It is the eleventh game in the Black Bass series, though the Black Bass name was not used for the North American release."
Q4823238,"Austin Powers: Welcome to My Underground Lair! is a video game released for the Game Boy Color. It is a simulation of a computer of Dr. Evil, the antagonist of the Austin Powers film series. There are a few mini-games included, such as Mojo Maze, a Pac-Man-style maze game, Domination (an Austin Powers-themed version of Reversi), a digitalized version of Rock-Paper-Scissors, and 'Kin'-Evil, a motorbike racing game whose name is a play on Evel Knievel."
Q4870093,"Battle Racers (バトルレーサーズ) is a 1995 video game for the Super Famicom that was released to an exclusively Japanese market. This video game combines the futuristic elements of F-Zero with the whimsical elements of Super Mario Kart. Players can select from various tracks and confront numerous dead ends and alternate turns. There are six drivers in a race and all the menus are in Japanese. The four main characters of the game are: Ultraman Powered (from the Ultra Series), Kamen Rider ZO (from the Kamen Rider franchise), Battle Knight Gundam F-91 (from the Gundam franchise) and Banpresto original character Fighter Roar."
Q4870119,"Battle Storm (バトルストーム, ""Battle Storm"") is a Family Computer video game that was published by Yonezawa PR21 and released on December 21, 1991. An unofficial English translation patch for Battle Storm was released on October 23, 2015."
Q4907338,"Bike Daisuki! Hashiriya Kon - Rider's Spirits (バイク大好き！走り屋魂, lit. ""I Love Bikes! Race Ya Soul"") is a 1994 video game for the Super Famicom. It is a racing game that allows players to race on motorcycles."
Q4915184,"Bionic Commando is an action platform game released by Capcom for the Game Boy in 1992. It is an adaptation of the Nintendo Entertainment System version of Bionic Commando, changing the present day setting of the NES version into a futuristic science fiction one."
Q4915918,"Bird Week (バード・ウィーク, Bādo Uīku) is a life simulation video game released for the Family Computer."
Q4922705,"Super Dodge Ball is a sports video game developed and published by Technōs Japan that was for the Nintendo Entertainment System in 1989. It is loosely based on the 1987 arcade game of the same name, which was also developed by Technōs. Like its arcade counterpart, it was released in Japan as part of the Kunio-kun series. In Japan, a PC port of the Famicom version of Nekketsu Kōkō Dodgeball Bu was released on October 17, 2003 as a budget-priced release. It was also included in the Game Boy Advance compilation Kunio-kun Nekketsu Collection 1, released in 2005."
Q4931103,"Bo Jackson Baseball is a baseball video game for the Nintendo Entertainment System, Commodore Amiga, TurboGrafx-16 and MS-DOS. It features athlete Bo Jackson, then a star in professional baseball and a former professional football player. In Europe, it was released by Mindscape as TV Sports: Baseball, part of the TV Sports series including TV Sports: Basketball and other games based on hockey and American football."
Q4952015,"Boxxle (倉庫番) is a puzzle video game released by Fujisankei Communications International for the Game Boy in 1989 and Game Gear in 1990. Its Japanese title is Soukoban. The gameplay is the same as in other games in the Sokoban series, with the plot being that the player must maneuver boxes in a warehouse in order to make enough money to woo his desired girlfriend. It had a sequel called ."
Q5046338,"Carrier Aces (キャリアエース, ""Carrier Aces"") is a flight simulation game released for the Super Nintendo Entertainment System in 1995"
Q5054142,"Raid 2020 (working title Drug Czar[citation needed]) is a cyberpunk action video game for the Nintendo Entertainment System. This game was released only in North America and Australia. The game's style was largely inspired by Blade Runner and the cyberpunk genre for its aesthetics, world and style."
Q5070123,"Championship Lode Runner is a sequel to the 1983 puzzle-platform game Lode Runner. It was released in 1984 for the Apple II, Commodore 64, and IBM PC, then ported to the Atari 8-bit family, Famicom, SG-1000, and MSX. Mostly the same as Lode Runner, Championship Lode Runner has levels that are much more challenging. Unlike the original, it does not include a level editor."
Q5121797,"Circus Caper, known as Moeru! Onīsan (燃える！お兄さん, lit. ""Burn! Older Brother"") in Japan, is the title of a side-scrolling Nintendo Entertainment System video game where the player controls a young boy on a quest to save his sister who has been kidnapped by the circus. The game was released in 1989 by Toho and received poor reviews."
Q5278473,"DinoCity is a platform video game developed and published by Irem Corporation for the Super Nintendo Entertainment System. The game is loosely based on the 1991 made-for-television American film Adventures in Dinosaur City by Smart Egg Pictures, and borrows many of the film's characters, settings, and basic plot while providing its own unique art direction and style. Initially released in July 1992 for Japanese audiences, the game was later made available in North America the following September. The game centers on two friends, Timmy and Jamie, young children who are accidentally transported to a world resembling prehistoric Earth populated by anthropomorphic dinosaurs. While a device which will allow them to return home exists in this environment, a critical component has been stolen by Mr. Big, leader of a gang of Neanderthals known as The Rockeys, leaving the player to guide Timmy or Jamie to his castle to retrieve it."
Q5294687,"Donald Land (ドナルドランド) is a 1988 platform video game produced by Data East in association with the McDonald's Corporation for the Family Computer. It appears to be related to the McDonaldland concept, but has no relation to M.C. Kids or any other McDonald's-themed video game."
Q5305302,"Dragon View is a side-scrolling role-playing beat 'em up released for the Super Nintendo Entertainment System in November 1994. Released in Japan as Super Drakkhen and otherwise known as Drakkhen II, it is meant to be a sequel to Drakkhen although it bears little resemblance to its predecessor. It uses the same pseudo-3D overworld system for which the series is most famous. Other features of Dragon View are its side-view action role-playing game (RPG) hybrid gameplay (used when exploring more detailed areas such as towns and dungeons), its well translated first-person storyline, and its emphasis on player-driven undirected exploration. In 2019, the game was re-released through emulation for Windows."
Q5306455,Dream TV is an action video game for the Super NES where the player has to guide two youngsters through a nightmarish land of evil television shows (using a similar plot to the campy movie Stay Tuned and Crystal Dynamics' video game Gex). The player has to escape by defeating stereotypical television villains and finding pieces of a puzzle. The game features complex labyrinths.
Q5311460,"Duck Maze is a puzzle-platform game developed and published by Bit Corporation in 1987, making it the first Nintendo unlicensed game released for Famicom (internationally known as NES). The title was later published in 1990 by HES and Dismac, respectively in Australia and Brazil."
Q5348316,"Egypt (エジプト, Ejiputo) is a puzzle video game released for the Family Computer in 1991 by Human. It was released only in Japan. It is an object elimination type puzzle game. A player controls a spherical jewel and jumps from tile to tile. Stepping on an arrow shifts a row or column in the direction of the arrow."
Q5372645,"Emit (エミット, Emitto) is an adventure sound novel video game released for the FM Towns, Macintosh, Windows, PC-9801, Sega Saturn, Super Famicom, 3DO, and PlayStation developed and published by Koei. It was designed to teach Japanese students more about English, and played the audio CD back at particular times using a peripheral called Voicer-kun, an IR emitter that could command the CD to change tracks and play them. It is the first visual novel in the ""English Dream"" series, the only other being an unconnected novel named Dark Hunter. The game was originally released in 1994 and divided into 3 volumes: Lost in Time (時の迷子, Toki no maigo), Desperate Journey (命がけの旅, Inochigake no tabi) and Farewell to Me (私にさよならを, Watashi ni sayonara o). The scenario writing for all 3 volumes was done by Akagawa Jirou."
Q5373594,"Emmitt Smith Football is an American football video game released exclusively for the Super NES in North America. Its namesake is former all-pro running back Emmitt Smith of the 1994 Dallas Cowboys. There is no official use of any licenses other than the Emmitt Smith name, making the teams and players fictional. The game received mediocre reviews from critics, most of whom remarked that the innovative play editor feature is the one thing that keeps the game from being terrible."
Q5432912,"Famicom Jump: Hero Retsuden (ファミコンジャンプ 英雄列伝, Famikon Janpu Hīrō Retsuden, the subtitle translates to ""Heroes History"") is a 1989 role-playing video game for the Family Computer (Famicom/NES) published by Bandai. The game commemorates the 20th anniversary of Shueisha's manga anthology Weekly Shōnen Jump. The game is set in a world that brings together many of the long-running titles, which include stories of the past and present at the time of their release, that had appeared in the magazine. The game consists of a main character wandering and encountering the many Jump heroes as they try to save the world from an alliance of many of the most powerful and evil of the Jump villains. The game sold 1.1 million cartridges for the Famicom in Japan."
Q5457527,"Flash Hiders (Japanese: フラッシュハイダース) is a fighting video game developed and published in Japan in 1993 for the PC Engine Super CD-ROM² console. Flash Hiders was followed by a 1995 sequel titled Battle Tycoon: Flash Hiders SFX, which was also released exclusively in Japan, but developed for the Super Famicom."
Q5500663,"Freedom Wings, known in Japan as Ore no Sentouki (オレのせんとうき), is a flight simulator developed by Taito and published by Natsume in the US and Zoo Digital Publishing in Europe. The game combined elements of flight simulators and RPGs as players earned experience points for combat, earn money and maintain other statuses."
Q5508155,"Full Throttle: All-American Racing, known in Japan as Full Power (フル・パワー), is a racing video game released for the SNES."
Q5508662,Fun House is a 1991 action video game based on the US version of the television show Fun House. It was released in North America for the Nintendo Entertainment System and MS-DOS with significant differences between the two.
Q5511052,Fuzzical Fighter (ファジカルファイター) is a side-scrolling shoot-'em-up by that was released only in Japan for Family Computer in 1991. It features RPG elements.
Q5517684,"Gakkou de atta Kowai Hanashi (Japanese: 学校であった怖い話, ""Schoolhouse Horror Story"") is a Survival Horror text-based visual novel for the Super Famicom that was released in 1995 by Banpresto exclusively in Japan. The in-game graphics make use of digitized photographs. In 1996, a remake for the PlayStation, ""Gakkou de atta Kowai Hanashi S"", was released. It featured improved graphics, full motion video, and a drastically expanded story. The game was developed by Pandora Box , a studio founded by game designer and scenario writer Takeo Iijima."
Q5519823,"Game Boy Wars is a wargame developed by Nintendo and Intelligent Systems and published by Nintendo for the Game Boy in Japan only in 1991. It is a portable follow-up to the 1988 Family Computer wargame Famicom Wars, making it the second game in Nintendo's Wars series. A series of sequels to the original Game Boy Wars were produced by Hudson Soft."
Q5520540,"Ganbare Goemon Gaiden: Kieta Ōgon Kiseru (がんばれゴエモン外伝 きえた黄金キセル, ""Ganbare Goemon Gaiden: The Gold Pipe Which Disappeared"") is a video game in the Goemon series, released for the Family Computer on January 5, 1990 in Japan. In the story, Goemon is searching for his missing pipe. This game introduced many characters that appeared later in the series, such as Yae. It is the first Goemon role-playing game, and the third Goemon game to appear on a Nintendo system."
Q5530304,"Gekitotsu Yonku Battle (激突四駆バトル, ""Four Wheel Drive Battle Clash"") is a Japan-exclusive video game of the vehicular combat game genre released in 1989 by Irem for the Family Computer."
Q5599268,"Great Greed, known in Japan as Bitamīna Oukoku Monogatari (ビタミーナ王国物語, lit. ""Vitamina Kingdom Story""), is an environmentally-themed role-playing video game for the Nintendo Game Boy released by Namco in 1992."
Q5648657,"Hanna Barbera's Turbo Toons is a racing video game for the Super Nintendo Entertainment System that was released in 1994 in Europe. Despite being rated by the ESRB, the game was not released in North America. A Sega Mega Drive version was planned but never released."
Q5658539,Harlem Globetrotters is a sports video game published by GameTek for MS-DOS compatible operating systems in 1990 and the Nintendo Entertainment System in 1991. The player controls the Harlem Globetrotters basketball team. A Sega Genesis conversion was planned but never released.
Q5888431,Home Improvement: Power Tool Pursuit! is a 2D platform game for the Super Nintendo Entertainment System based on the sitcom of the same name. A Sega Genesis version was planned but never released.
Q5908008,"Hoshi wo Miru Hito (星をみるひと?, ""People who watch stars"") is a 1987 Japanese video game for the Famicom home console. Developed by Another and published by HOT B, it is based on the 1984 video game Psychic City. The game is a science fiction role playing video game where players use psychic powers to defeat enemies. Reviewers noted the often confusing and highly difficult gameplay. It is often referred to as a ""kusoge"" game."
Q5994649,"Ihatovo Monogatari (イーハトーヴォ物語, Īhatōvo Monogatari, lit. Ihatovo Story) is a 1993 adventure video game that was released exclusively in Japan. A fan translation group released an unofficial English translation patch for the game on December 28, 2018."
Q6120028,"Sonic Blast Man is a video game franchise by Taito starring the titular superhero, Sonic Blastman. The game originally started as an arcade video game in 1990, but eventually made its way to the SNES in 1992, with much different gameplay. Both versions received a sequel."
Q6126468,It's Mr. Pants is a puzzle video game developed by Rare. It was published by THQ for the Game Boy Advance (GBA) handheld game console in North America and Europe in 2004–2005. A port of the game for mobile phones was developed and published internationally by In-Fusio in 2005–2006. The game stars Mr.
Q6135416,"Mickey no Tokyo Disneyland Daibōken (ミッキーの東京ディズニーランド大冒険, Mikkī no Tōkyō Dizunīrando Daibōken, ""Mickey's Great Adventure in Tokyo Disneyland"") is a video game for the Super Famicom game console starring Mickey Mouse. It was published by Tomy on December 16, 1994 in Japan. This game has 6 levels."
Q6188067,"Jesus is a graphic adventure game developed and published by Enix. It was first released in 1987 on the PC-8801, FM-77AV, X1, and the MSX2 and was later ported to the Famicom in 1989 as Jesus: Kyōfu no Bio Monster. A sequel, Jesus II, was released on the PC-8801, PC-9801, and X68000 in 1991. The game's name refers to a space station called J.E.S.U.S., named after the central Christian figure Jesus. The ship is shaped like a double-edged sword a la Book of Revelation."
Q6434772,"Koutetsu no Kishi 3: Gekitotsu Europe Sensen (鋼鉄の騎士3 −激突ヨーロッパ戦線−, lit. ""Steel Knights 3: Clash on Europe Front"") is a Super Famicom strategy video game about Europe during World War II. The player can play as either Nazi Germany or the Allied forces. The game is mostly in Japanese, although ASCII letters can be used when typing in names. Once in the game mode, the X button is used to confirm orders."
Q6455660,"L'Empereur (ランペルール, Ranperūru) is a turn-based strategy video game for the Nintendo Entertainment System released by the Koei company in 1989. The user controls Napoleon Bonaparte during the Napoleonic Wars of the late 18th and early 19th Centuries. The goal is to conquer Europe. The game begins with Napoleon as an army officer, but with victories in combat, the user may get promoted to Commander-in-Chief, First Consul, and finally Emperor of the French, with more powers and actions available at each level. As Emperor, the user also controls Napoleon's brothers, Louis, Jérôme, Lucien, and Joseph, as well as Napoleon's stepson, Eugene Beauharnais."
Q6470551,"Lady Stalker: Challenge from the Past (レディストーカー～過去からの挑戦～, Redi Sutōkā : Kako Kara no Chōsen) is an action role-playing game developed by Climax Entertainment and published by Taito for the Super Famicom in 1995. It is a spinoff of Landstalker and was designed with female gamers in mind. Challenge from the Past is the only game related to Landstalker that was never released outside Japan, though the main character appeared in the Dreamcast title Time Stalkers. A game entitled Lady Stalker was released for mobile phones in Japan only in 2006. It is not a remake of the original Lady Stalker, but an entirely new game, not in the same genre."
Q6472675,"Lagrange Point is a role-playing video game developed and published by Konami for the Family Computer. The game was released exclusively in Japan on April 26, 1991. The title of the game references Lagrangian points, the five positions in space where a body of negligible mass could be placed which would then maintain its position relative to two existing massive bodies. Lagrange Point has the distinction of being one of only two games ever released with Konami's Virtual ROM Controller VII (VRC7) sound generator integrated circuit, which allowed for a drastic improvement in the quality of the music and sound effects used in the game. The game was never localized for western audiences, however an unofficial English translation was released in 2014 by Aeon Genesis."
